RowId,SchoolYear,OrganizationLevelId,OrganizationLevel,OrganizationId,OrganizationName,County,ESDOrganizationId,ESDName,LEAOrganizationId,LEACode,LEAName,SchoolOrganizationId,SchoolCode,SchoolName,TeacherTotal,StudentTotal,StudentToTeacherRatio,IsEEValidated,DataAsOf
161,2017-18,3,LEA,100140,Mary M Knight School District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,NULL,NULL,NULL,43,1057,24.6,1,1/10/25
162,2017-18,3,LEA,100141,Mary Walker School District,Stevens,100001,Educational Service District 101,100141,33207,Mary Walker School District,NULL,NULL,NULL,35,527,15.1,1,1/10/25
163,2017-18,3,LEA,100142,Marysville School District,Snohomish,100009,Northwest Educational Service District 189,100142,31025,Marysville School District,NULL,NULL,NULL,610,11327,18.6,1,1/10/25
164,2017-18,3,LEA,100143,McCleary School District,Grays Harbor,100004,Capital Region ESD 113,100143,14065,McCleary School District,NULL,NULL,NULL,25,354,14.2,1,1/10/25
165,2017-18,3,LEA,100144,Mead School District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,NULL,NULL,NULL,568,10474,18.4,1,1/10/25
166,2017-18,3,LEA,100145,Medical Lake School District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,NULL,NULL,NULL,129,1981,15.4,1,1/10/25
167,2017-18,3,LEA,100146,Mercer Island School District,King,100006,Puget Sound Educational Service District 121,100146,17400,Mercer Island School District,NULL,NULL,NULL,290,4550,15.7,1,1/10/25
168,2017-18,3,LEA,100147,Meridian School District,Whatcom,100009,Northwest Educational Service District 189,100147,37505,Meridian School District,NULL,NULL,NULL,103,1808,17.6,1,1/10/25
169,2017-18,3,LEA,100148,Methow Valley School District,Okanogan,100008,North Central Educational Service District 171,100148,24350,Methow Valley School District,NULL,NULL,NULL,48,672,14,1,1/10/25
170,2017-18,3,LEA,100149,Mill A School District,Skamania,100003,Educational Service District 112,100149,30031,Mill A School District,NULL,NULL,NULL,12,28,2.3,1,1/10/25
171,2017-18,3,LEA,100150,Monroe School District,Snohomish,100009,Northwest Educational Service District 189,100150,31103,Monroe School District,NULL,NULL,NULL,346,7064,20.4,1,1/10/25
172,2017-18,3,LEA,100151,Montesano School District,Grays Harbor,100004,Capital Region ESD 113,100151,14066,Montesano School District,NULL,NULL,NULL,80,1428,17.9,1,1/10/25
173,2017-18,3,LEA,100152,Morton School District,Lewis,100004,Capital Region ESD 113,100152,21214,Morton School District,NULL,NULL,NULL,24,321,13.4,1,1/10/25
174,2017-18,3,LEA,100153,Moses Lake School District,Grant,100008,North Central Educational Service District 171,100153,13161,Moses Lake School District,NULL,NULL,NULL,465,8786,18.9,1,1/10/25
175,2017-18,3,LEA,100154,Mossyrock School District,Lewis,100004,Capital Region ESD 113,100154,21206,Mossyrock School District,NULL,NULL,NULL,36,533,14.8,1,1/10/25
176,2017-18,3,LEA,100155,Mount Adams School District,Yakima,100002,Educational Service District 105,100155,39209,Mount Adams School District,NULL,NULL,NULL,63,950,15.1,1,1/10/25
177,2017-18,3,LEA,100156,Mount Baker School District,Whatcom,100009,Northwest Educational Service District 189,100156,37507,Mount Baker School District,NULL,NULL,NULL,124,1884,15.2,1,1/10/25
178,2017-18,3,LEA,100157,Mount Pleasant School District,Skamania,100003,Educational Service District 112,100157,30029,Mount Pleasant School District,NULL,NULL,NULL,6,67,11.2,1,1/10/25
179,2017-18,3,LEA,100158,Mount Vernon School District,Skagit,100009,Northwest Educational Service District 189,100158,29320,Mount Vernon School District,NULL,NULL,NULL,436,6932,15.9,1,1/10/25
180,2017-18,3,LEA,105771,Muckleshoot Indian Tribe,King,NULL,NULL,105771,17903,Muckleshoot Indian Tribe,NULL,NULL,NULL,51,495,9.7,1,1/10/25
181,2017-18,3,LEA,100159,Mukilteo School District,Snohomish,100009,Northwest Educational Service District 189,100159,31006,Mukilteo School District,NULL,NULL,NULL,913,15770,17.3,1,1/10/25
182,2017-18,3,LEA,100160,Naches Valley School District,Yakima,100002,Educational Service District 105,100160,39003,Naches Valley School District,NULL,NULL,NULL,82,1330,16.2,1,1/10/25
183,2017-18,3,LEA,100161,Napavine School District,Lewis,100004,Capital Region ESD 113,100161,21014,Napavine School District,NULL,NULL,NULL,54,847,15.7,1,1/10/25
184,2017-18,3,LEA,100162,Naselle-Grays River Valley School District,Pacific,100003,Educational Service District 112,100162,25155,Naselle-Grays River Valley School District,NULL,NULL,NULL,47,446,9.5,1,1/10/25
185,2017-18,3,LEA,100163,Nespelem School District,Okanogan,100008,North Central Educational Service District 171,100163,24014,Nespelem School District,NULL,NULL,NULL,9,150,16.7,1,1/10/25
186,2017-18,3,LEA,100164,Newport School District,Pend Oreille,100001,Educational Service District 101,100164,26056,Newport School District,NULL,NULL,NULL,74,1146,15.5,1,1/10/25
187,2017-18,3,LEA,100165,Nine Mile Falls School District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,NULL,NULL,NULL,88,1431,16.3,1,1/10/25
188,2017-18,3,LEA,100166,Nooksack Valley School District,Whatcom,100009,Northwest Educational Service District 189,100166,37506,Nooksack Valley School District,NULL,NULL,NULL,120,1845,15.4,1,1/10/25
189,2017-18,3,LEA,100167,North Beach School District No. 64,Grays Harbor,100004,Capital Region ESD 113,100167,14064,North Beach School District No. 64,NULL,NULL,NULL,44,748,17,1,1/10/25
190,2017-18,3,LEA,100168,North Franklin School District,Franklin,100007,Educational Service District 123,100168,11051,North Franklin School District,NULL,NULL,NULL,135,2233,16.5,1,1/10/25
191,2017-18,3,LEA,100169,North Kitsap School District,Kitsap,100005,Olympic Educational Service District 114,100169,18400,North Kitsap School District,NULL,NULL,NULL,371,6064,16.3,1,1/10/25
192,2017-18,3,LEA,100170,North Mason School District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,NULL,NULL,NULL,140,2263,16.2,1,1/10/25
193,2017-18,3,LEA,100171,North River School District,Pacific,100004,Capital Region ESD 113,100171,25200,North River School District,NULL,NULL,NULL,10,72,7.2,1,1/10/25
194,2017-18,3,LEA,100172,North Thurston Public Schools,Thurston,100004,Capital Region ESD 113,100172,34003,North Thurston Public Schools,NULL,NULL,NULL,878,15295,17.4,1,1/10/25
195,2017-18,3,LEA,100173,Northport School District,Stevens,100001,Educational Service District 101,100173,33211,Northport School District,NULL,NULL,NULL,22,252,11.5,1,1/10/25
196,2017-18,3,LEA,100174,Northshore School District,King,100006,Puget Sound Educational Service District 121,100174,17417,Northshore School District,NULL,NULL,NULL,1298,22894,17.6,1,1/10/25
197,2017-18,3,LEA,100175,Oak Harbor School District,Island,100009,Northwest Educational Service District 189,100175,15201,Oak Harbor School District,NULL,NULL,NULL,374,6119,16.4,1,1/10/25
198,2017-18,3,LEA,100176,Oakesdale School District,Whitman,100001,Educational Service District 101,100176,38324,Oakesdale School District,NULL,NULL,NULL,13,133,10.2,1,1/10/25
199,2017-18,3,LEA,100177,Oakville School District,Grays Harbor,100004,Capital Region ESD 113,100177,14400,Oakville School District,NULL,NULL,NULL,17,238,14,1,1/10/25
200,2017-18,3,LEA,100178,Ocean Beach School District,Pacific,100003,Educational Service District 112,100178,25101,Ocean Beach School District,NULL,NULL,NULL,73,1073,14.7,1,1/10/25
201,2017-18,3,LEA,100179,Ocosta School District,Grays Harbor,100004,Capital Region ESD 113,100179,14172,Ocosta School District,NULL,NULL,NULL,44,602,13.7,1,1/10/25
202,2017-18,3,LEA,100180,Odessa School District,Lincoln,100001,Educational Service District 101,100180,22105,Odessa School District,NULL,NULL,NULL,22,260,11.8,1,1/10/25
203,2017-18,3,LEA,103312,Office of the Governor (Sch for Blind),Thurston,NULL,NULL,103312,34974,Office of the Governor (Sch for Blind),NULL,NULL,NULL,17,38,2.2,1,1/10/25
204,2017-18,3,LEA,100181,Okanogan School District,Okanogan,100008,North Central Educational Service District 171,100181,24105,Okanogan School District,NULL,NULL,NULL,62,1144,18.5,1,1/10/25
205,2017-18,3,LEA,100182,Olympia School District,Thurston,100004,Capital Region ESD 113,100182,34111,Olympia School District,NULL,NULL,NULL,574,10331,18,1,1/10/25
206,2017-18,3,LEA,100183,Omak School District,Okanogan,100008,North Central Educational Service District 171,100183,24019,Omak School District,NULL,NULL,NULL,246,5489,22.3,1,1/10/25
207,2017-18,3,LEA,100184,Onalaska School District,Lewis,100004,Capital Region ESD 113,100184,21300,Onalaska School District,NULL,NULL,NULL,53,892,16.8,1,1/10/25
208,2017-18,3,LEA,100185,Onion Creek School District,Stevens,100001,Educational Service District 101,100185,33030,Onion Creek School District,NULL,NULL,NULL,5,31,6.2,1,1/10/25
209,2017-18,3,LEA,100186,Orcas Island School District,San Juan,100009,Northwest Educational Service District 189,100186,28137,Orcas Island School District,NULL,NULL,NULL,72,770,10.7,1,1/10/25
210,2017-18,3,LEA,100187,Orchard Prairie School District,Spokane,100001,Educational Service District 101,100187,32123,Orchard Prairie School District,NULL,NULL,NULL,7,75,10.7,1,1/10/25
211,2017-18,3,LEA,100188,Orient School District,Ferry,100001,Educational Service District 101,100188,10065,Orient School District,NULL,NULL,NULL,5,97,19.4,1,1/10/25
212,2017-18,3,LEA,100189,Orondo School District,Douglas,100008,North Central Educational Service District 171,100189,9013,Orondo School District,NULL,NULL,NULL,13,207,15.9,1,1/10/25
213,2017-18,3,LEA,100190,Oroville School District,Okanogan,100008,North Central Educational Service District 171,100190,24410,Oroville School District,NULL,NULL,NULL,40,624,15.6,1,1/10/25
214,2017-18,3,LEA,100191,Orting School District,Pierce,100006,Puget Sound Educational Service District 121,100191,27344,Orting School District,NULL,NULL,NULL,137,2690,19.6,1,1/10/25
215,2017-18,3,LEA,100192,Othello School District,Adams,100007,Educational Service District 123,100192,1147,Othello School District,NULL,NULL,NULL,248,4572,18.4,1,1/10/25
216,2017-18,3,LEA,100193,Palisades School District,Douglas,100008,North Central Educational Service District 171,100193,9102,Palisades School District,NULL,NULL,NULL,3,25,8.3,1,1/10/25
217,2017-18,3,LEA,100194,Palouse School District,Whitman,100001,Educational Service District 101,100194,38301,Palouse School District,NULL,NULL,NULL,28,207,7.4,1,1/10/25
218,2017-18,3,LEA,100195,Pasco School District,Franklin,100007,Educational Service District 123,100195,11001,Pasco School District,NULL,NULL,NULL,1112,18405,16.6,1,1/10/25
219,2017-18,3,LEA,100196,Pateros School District,Okanogan,100008,North Central Educational Service District 171,100196,24122,Pateros School District,NULL,NULL,NULL,22,327,14.9,1,1/10/25
220,2017-18,3,LEA,100197,Paterson School District,Benton,100007,Educational Service District 123,100197,3050,Paterson School District,NULL,NULL,NULL,10,135,13.5,1,1/10/25
221,2017-18,3,LEA,100198,Pe Ell School District,Lewis,100004,Capital Region ESD 113,100198,21301,Pe Ell School District,NULL,NULL,NULL,21,272,13,1,1/10/25
222,2017-18,3,LEA,100199,Peninsula School District,Pierce,100006,Puget Sound Educational Service District 121,100199,27401,Peninsula School District,NULL,NULL,NULL,538,9373,17.4,1,1/10/25
223,2017-18,3,LEA,100200,Pioneer School District,Mason,100004,Capital Region ESD 113,100200,23402,Pioneer School District,NULL,NULL,NULL,50,811,16.2,1,1/10/25
224,2017-18,3,LEA,100201,Pomeroy School District,Garfield,100007,Educational Service District 123,100201,12110,Pomeroy School District,NULL,NULL,NULL,23,373,16.2,1,1/10/25
225,2017-18,3,LEA,100202,Port Angeles School District,Clallam,100005,Olympic Educational Service District 114,100202,5121,Port Angeles School District,NULL,NULL,NULL,256,3847,15,1,1/10/25
226,2017-18,3,LEA,100203,Port Townsend School District,Jefferson,100005,Olympic Educational Service District 114,100203,16050,Port Townsend School District,NULL,NULL,NULL,78,1185,15.2,1,1/10/25
227,2017-18,3,LEA,100204,Prescott School District,Walla Walla,100007,Educational Service District 123,100204,36402,Prescott School District,NULL,NULL,NULL,22,261,11.9,1,1/10/25
228,2017-18,3,LEA,105675,PRIDE Prep Charter School District,Spokane,105886,Spokane Public Schools Charter Authorizer,105675,32907,PRIDE Prep Charter School District,NULL,NULL,NULL,29,396,13.7,1,1/10/25
229,2017-18,3,LEA,100205,Prosser School District,Benton,100007,Educational Service District 123,100205,3116,Prosser School District,NULL,NULL,NULL,161,2759,17.1,1,1/10/25
230,2017-18,3,LEA,100206,Pullman School District,Whitman,100001,Educational Service District 101,100206,38267,Pullman School District,NULL,NULL,NULL,162,2941,18.2,1,1/10/25
231,2017-18,3,LEA,100207,Puyallup School District,Pierce,100006,Puget Sound Educational Service District 121,100207,27003,Puyallup School District,NULL,NULL,NULL,1298,22905,17.6,1,1/10/25
232,2017-18,3,LEA,100208,Queets-Clearwater School District,Jefferson,100005,Olympic Educational Service District 114,100208,16020,Queets-Clearwater School District,NULL,NULL,NULL,3,19,6.3,1,1/10/25
233,2017-18,3,LEA,100209,Quilcene School District,Jefferson,100005,Olympic Educational Service District 114,100209,16048,Quilcene School District,NULL,NULL,NULL,32,435,13.6,1,1/10/25
234,2017-18,3,LEA,105979,Quileute Tribal School District,Clallam,NULL,NULL,105979,5903,Quileute Tribal School District,NULL,NULL,NULL,13,71,5.5,1,1/10/25
235,2017-18,3,LEA,100210,Quillayute Valley School District,Clallam,100005,Olympic Educational Service District 114,100210,5402,Quillayute Valley School District,NULL,NULL,NULL,159,3011,18.9,1,1/10/25
236,2017-18,3,LEA,100212,Quincy School District,Grant,100008,North Central Educational Service District 171,100212,13144,Quincy School District,NULL,NULL,NULL,182,3002,16.5,1,1/10/25
237,2017-18,3,LEA,105732,Rainier Prep Charter School District,King,105798,Washington State Charter School Commission,105732,17908,Rainier Prep Charter School District,NULL,NULL,NULL,21,335,16,1,1/10/25
238,2017-18,3,LEA,100213,Rainier School District,Thurston,100004,Capital Region ESD 113,100213,34307,Rainier School District,NULL,NULL,NULL,50,900,18,1,1/10/25
239,2017-18,3,LEA,106046,Rainier Valley Leadership Academy,King,105798,Washington State Charter School Commission,106046,17910,Rainier Valley Leadership Academy,NULL,NULL,NULL,10,108,10.8,1,1/10/25
240,2017-18,3,LEA,100214,Raymond School District,Pacific,100004,Capital Region ESD 113,100214,25116,Raymond School District,NULL,NULL,NULL,41,653,15.9,1,1/10/25
241,2017-18,3,LEA,100215,Reardan-Edwall School District,Lincoln,100001,Educational Service District 101,100215,22009,Reardan-Edwall School District,NULL,NULL,NULL,34,632,18.6,1,1/10/25
242,2017-18,3,LEA,100216,Renton School District,King,100006,Puget Sound Educational Service District 121,100216,17403,Renton School District,NULL,NULL,NULL,909,16376,18,1,1/10/25
243,2017-18,3,LEA,100217,Republic School District,Ferry,100001,Educational Service District 101,100217,10309,Republic School District,NULL,NULL,NULL,29,405,14,1,1/10/25
244,2017-18,3,LEA,100218,Richland School District,Benton,100007,Educational Service District 123,100218,3400,Richland School District,NULL,NULL,NULL,699,14081,20.1,1,1/10/25
245,2017-18,3,LEA,100219,Ridgefield School District,Clark,100003,Educational Service District 112,100219,6122,Ridgefield School District,NULL,NULL,NULL,189,3080,16.3,1,1/10/25
246,2017-18,3,LEA,100220,Ritzville School District,Adams,100001,Educational Service District 101,100220,1160,Ritzville School District,NULL,NULL,NULL,34,392,11.5,1,1/10/25
247,2017-18,3,LEA,100221,Riverside School District,Spokane,100001,Educational Service District 101,100221,32416,Riverside School District,NULL,NULL,NULL,92,1471,16,1,1/10/25
248,2017-18,3,LEA,100222,Riverview School District,King,100006,Puget Sound Educational Service District 121,100222,17407,Riverview School District,NULL,NULL,NULL,184,3441,18.7,1,1/10/25
249,2017-18,3,LEA,100223,Rochester School District,Thurston,100004,Capital Region ESD 113,100223,34401,Rochester School District,NULL,NULL,NULL,138,2340,17,1,1/10/25
250,2017-18,3,LEA,100224,Roosevelt School District,Klickitat,100003,Educational Service District 112,100224,20403,Roosevelt School District,NULL,NULL,NULL,2,25,12.5,1,1/10/25
